"","Ostan","gorooh","address","NoeKhanevar","TedadAza","SarparstJensiat","SarparstSen","SarparstSavad","SarparstTahsil","SarparstMadrak","SarparstFaaliat","SarparstZanashoyi","NahveTasarof","TedadOtagh","SatheZirbana","NoeEskelet","mashin","motor","docharkhe","radio","radiozabt","tv","tvrangi","video","computer","mobile","freezer","yakhchal","yakhchalfreezer","ojaghgaz","jarobarghi","lebasshoyi","khayati","panke","coolerabimoteharek","coolergazimoteharek","zarfshoyi","microfer","hichkodam","lolekeshiab","bargh","gazlolekeshi","telephone","internet","hamam","ashpazkhane","coolerabisabet","borodatmarkazi","hararatmarkazi","package","coolergazisabet","fazelabshahri","nsokhtpokhtpaz","nsokhtgarma","nsokhtabgarm","HazineKhoraki","HazineNoshidani","HazinePoshak","HazineMaskan","HazineLavazemKhanegi","HazineDarmani","HazineHamlonaghl","HazineErtebatat","HazineTafrihatFarhangi","HazineGhazaAmade","HazineKalaMotefaregheh","HazineKalaBadavam","Target"
"12241","kohkiluyeh_va_boyer-ahmad","6",11704207029,1,3,1,34,"1","2","5",1,1,3,3,120,3,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,16570000,60000,10990000,11210000,2450000,12600000,8e+05,5400000,1200000,7e+05,2140000,0,45183333.3333333
"12242","kohkiluyeh_va_boyer-ahmad","6",11704207020,1,3,1,56,"1","2","5",1,1,1,4,120,2,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,13548000,0,2720000,9840000,910000,0,5500000,8e+05,0,80000,450000,329080800,70329166.6666667
"12243","kohkiluyeh_va_boyer-ahmad","6",11704207017,1,4,1,44,"1","2","4",1,1,1,3,100,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,8655000,0,2310000,6800000,4e+05,9160000,0,650000,0,150000,4e+05,40699998,19910000
"12244","kohkiluyeh_va_boyer-ahmad","6",11702203414,1,4,1,51,"1","2","6",3,1,1,4,140,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,12252500,0,0,7570000,860000,1028000,3700000,5e+05,0,0,250000,51755600,49833333.3333333
"12245","kohkiluyeh_va_boyer-ahmad","6",11701201026,1,3,2,45,"1","2","4",1,2,1,3,75,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,6805000,0,350000,7400000,1010000,5620000,540000,7e+05,890000,0,1460000,331527000,54762500
"12246","kohkiluyeh_va_boyer-ahmad","6",11708209420,1,7,1,43,"2",NA,NA,1,1,1,3,140,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,16510000,0,1450000,2725000,2640000,630000,3500000,1900000,0,0,4e+05,100666716,69085000
"12247","kohkiluyeh_va_boyer-ahmad","6",11708209423,1,2,2,55,"2",NA,NA,3,2,1,3,120,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,6830000,0,350000,2945000,645000,280000,250000,250000,0,0,320000,4574776,208333.333333333
"12248","kohkiluyeh_va_boyer-ahmad","6",11702203429,1,4,2,63,"2",NA,NA,3,2,1,4,110,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,5550000,750000,0,6690000,90000,470000,2e+05,3e+05,0,0,640000,3080000,6635833.33333333
"12249","kohkiluyeh_va_boyer-ahmad","6",11701202217,1,4,1,49,"1","2","6",1,1,1,3,140,2,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,12835000,0,3750000,17300000,180000,111420000,5400000,750000,0,550000,160000,258247000,67225000
"12250","kohkiluyeh_va_boyer-ahmad","6",11701202220,1,4,2,44,"1","2","1",3,1,3,4,160,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,17580000,0,280000,1e+07,670000,140000,150000,950000,8e+05,8e+05,120000,14020000,275000
"12251","kohkiluyeh_va_boyer-ahmad","6",11704207023,1,4,1,57,"1","2","1",1,1,1,4,130,3,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,8415000,0,5580000,9360000,620000,9350000,2e+05,7e+05,0,0,0,36679998,15326666.6666667
"12252","kohkiluyeh_va_boyer-ahmad","6",11706208229,1,3,1,31,"1","2","2",1,1,6,3,100,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,10835000,0,2700000,3750000,2050000,0,7e+05,6e+05,1050000,350000,1800000,62717164,25166666.6666667
"12253","kohkiluyeh_va_boyer-ahmad","6",11701201414,1,5,1,47,"1","2","6",1,1,3,4,140,2,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,9830000,0,2e+05,19950000,1130000,755000,950000,750000,0,150000,0,384578000,73141666.6666667
"12254","kohkiluyeh_va_boyer-ahmad","6",11701201417,1,5,1,36,"1","2","4",1,1,3,3,110,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,12145000,0,3660000,13140000,340000,0,1150000,640000,0,630000,1e+05,98549998,29550000
"12255","kohkiluyeh_va_boyer-ahmad","6",11701202623,1,5,1,50,"1","2","5",3,1,3,4,140,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,4,14,24,20400000,0,360000,12360000,1110000,5900000,1600000,850000,0,440000,450000,57196200,12300000
"12256","kohkiluyeh_va_boyer-ahmad","6",11701201429,1,5,1,64,"1","2","5",3,1,1,5,180,3,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,8650000,0,5900000,15740000,560000,2420000,2570000,1100000,0,4e+05,650000,335783000,1425000
"12257","kohkiluyeh_va_boyer-ahmad","6",11701202614,1,4,1,33,"1","2","6",1,1,3,3,100,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,16540000,0,5300000,10800000,480000,1780000,2e+05,7e+05,0,1e+05,570000,10830000,39483333.3333333
"12258","kohkiluyeh_va_boyer-ahmad","6",11701202617,1,4,1,38,"1","2","5",1,1,3,4,120,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,13420000,0,970000,8400000,1040000,1385000,550000,6e+05,3e+05,0,1780000,0,38666666.6666667
"12259","kohkiluyeh_va_boyer-ahmad","6",11701201420,1,1,1,42,"1","2","8",1,4,1,3,130,2,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,1.3e+07,0,7e+05,10350000,3e+05,1090000,4750000,750000,0,7e+05,0,339220000,86666666.6666667
"12260","kohkiluyeh_va_boyer-ahmad","6",11701202620,1,6,1,49,"1","2","6",1,1,3,3,100,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,14970000,0,3650000,16360000,2060000,2530000,1230000,1100000,0,150000,940000,286499000,68200000
"12261","kohkiluyeh_va_boyer-ahmad","6",11706208620,1,6,1,51,"1","2","6",1,1,1,4,148,3,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,22675000,0,3150000,7200000,2850000,2250000,4200000,1500000,9e+05,1600000,1500000,301380000,61270000
"12262","kohkiluyeh_va_boyer-ahmad","6",11703205814,1,4,1,43,"1","2","4",1,1,3,5,127,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,16730000,0,2500000,16290000,2570000,1200000,1050000,9e+05,1e+06,1400000,3600000,8100000,33335833.3333333
"12263","kohkiluyeh_va_boyer-ahmad","6",11706208215,1,4,2,54,"1","2","2",3,2,1,3,120,3,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,19360000,0,3e+06,8050000,3200000,0,1400000,1500000,6e+05,1150000,3300000,236670000,166666.666666667
"12264","kohkiluyeh_va_boyer-ahmad","6",11701202626,1,5,1,49,"1","2","8",3,1,1,4,110,3,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,19233000,0,240000,11750000,990000,30300000,1300000,1130000,5e+05,7e+05,5e+05,375505000,416666.666666667
"12265","kohkiluyeh_va_boyer-ahmad","6",11703205820,1,2,2,36,"1","2","6",3,4,1,4,100,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,12557000,0,1200000,13560000,2200000,1200000,4e+05,750000,120000,1450000,4400000,54450000,28083333.3333333
"12266","kohkiluyeh_va_boyer-ahmad","6",11706208220,1,4,1,39,"1","2","7",1,1,1,3,150,3,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,4,14,24,17380000,0,5700000,11700000,2700000,0,3800000,1500000,5e+05,4e+05,6600000,244070000,48500000
"12267","kohkiluyeh_va_boyer-ahmad","6",11703205823,1,4,1,50,"1","2","4",1,1,4,4,100,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,16062000,0,3900000,5434000,3380000,0,1e+06,750000,1200000,8e+05,3450000,6050000,29294166.6666667
"12268","kohkiluyeh_va_boyer-ahmad","6",11701202629,1,5,1,58,"1","2","5",3,1,1,3,100,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,19715000,610000,10750000,8860000,460000,20150000,4400000,9e+05,120000,60000,610000,180707980,383333.333333333
"12269","kohkiluyeh_va_boyer-ahmad","6",11703205817,1,4,1,47,"1","2","4",1,1,1,5,110,2,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,22681000,0,1750000,15905000,1830000,1200000,5e+05,750000,9e+05,1050000,6350000,43300000,46585833.3333333
"12270","kohkiluyeh_va_boyer-ahmad","6",11702204229,1,4,1,71,"2",NA,NA,1,1,3,4,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,14500000,0,0,21080000,460000,250000,650000,6e+05,0,950000,550000,19630000,39438333.3333333
"12271","kohkiluyeh_va_boyer-ahmad","6",11705207426,1,6,1,42,"1","2","2",1,1,1,6,140,2,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,24520000,0,1830000,5678000,1790000,0,1450000,1250000,350000,1600000,6700000,214355000,6.5e+07
"12272","kohkiluyeh_va_boyer-ahmad","6",11702204214,1,6,1,44,"1","2","6",1,1,1,5,170,3,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,19957500,0,1330000,9890000,1200000,935000,3900000,8e+05,580000,0,1080000,380546000,134196666.666667
"12273","kohkiluyeh_va_boyer-ahmad","6",11703206226,1,4,1,48,"1","2","7",1,1,5,5,120,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,30792000,0,5900000,1.7e+07,1800000,2400000,8800000,2300000,1350000,1950000,5850000,336250000,93666666.6666667
"12274","kohkiluyeh_va_boyer-ahmad","6",11701203026,1,4,1,39,"1","2","6",1,1,1,3,120,2,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,16880000,0,250000,9100000,320000,220000,1900000,1300000,470000,130000,640000,231996000,60741666.6666667
"12275","kohkiluyeh_va_boyer-ahmad","6",11701203029,1,4,1,35,"1","2","6",1,1,1,3,130,3,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,9005000,0,2e+06,8980000,1510000,150000,2750000,8e+05,6e+05,2e+05,1510000,172756000,44086666.6666667
"12276","kohkiluyeh_va_boyer-ahmad","6",11701203017,1,4,1,43,"1","2","6",1,1,3,3,110,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,6680000,0,4260000,13120000,8e+05,0,2250000,650000,0,140000,560000,827176000,76446666.6666667
"12277","kohkiluyeh_va_boyer-ahmad","6",11701203013,1,4,1,39,"1","2","6",1,1,1,4,140,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,17010000,0,4300000,8900000,1610000,1565000,3100000,850000,0,9e+05,610000,719260000,5.4e+07
"12278","kohkiluyeh_va_boyer-ahmad","6",11702204220,1,4,2,54,"2",NA,NA,3,3,1,4,120,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,12430000,0,0,7860000,480000,0,350000,280000,0,4e+05,3e+05,4140000,3166666.66666667
"12279","kohkiluyeh_va_boyer-ahmad","6",11707209022,1,4,2,77,"2",NA,NA,3,2,1,4,95,3,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,15297000,0,3600000,4480000,1970000,4020000,1500000,750000,150000,1250000,3e+06,36800000,29583333.3333333
"12280","kohkiluyeh_va_boyer-ahmad","6",11701203023,1,4,1,41,"1","2","6",1,1,1,4,160,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,8760000,0,3e+05,9530000,585000,8650000,3300000,920000,3e+05,0,850000,279750000,61363333.3333333
"12281","kohkiluyeh_va_boyer-ahmad","6",11707209029,1,3,1,35,"1","2","4",1,1,3,6,140,2,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,16219000,0,560000,5465000,1890000,0,1050000,7e+05,7e+05,1350000,1500000,3750000,23330000
"12282","kohkiluyeh_va_boyer-ahmad","6",11703206214,1,4,1,47,"1","2","7",1,1,5,5,125,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,33825000,0,3900000,17600000,2780000,2150000,6150000,2050000,1e+06,1650000,5e+06,434300000,90250000
"12283","kohkiluyeh_va_boyer-ahmad","6",11705207814,1,5,1,35,"1","2","5",1,1,3,5,145,3,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,26440000,1400000,2550000,7120000,1980000,3e+05,4e+06,970000,680000,1300000,2450000,96718000,47500000
"12284","kohkiluyeh_va_boyer-ahmad","6",11703206217,1,3,1,40,"1","2","6",1,1,5,5,125,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,33977000,0,4550000,1.5e+07,2550000,1500000,5800000,1250000,3450000,2950000,4100000,0,84916666.6666667
"12285","kohkiluyeh_va_boyer-ahmad","6",11703206229,1,4,1,47,"1","2","6",1,1,5,5,125,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,4,14,24,37112000,0,1900000,1.6e+07,1020000,1300000,6850000,1600000,1350000,1950000,5e+06,324600000,85166666.6666667
"12286","kohkiluyeh_va_boyer-ahmad","6",11701201823,1,5,1,47,"1","2","6",1,1,3,3,120,2,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,12945000,0,5e+05,2.3e+07,870000,1300000,520000,1300000,0,350000,530000,180280000,56083333.3333333
"12287","kohkiluyeh_va_boyer-ahmad","6",11703205414,1,2,2,69,"1","2","1",3,2,1,5,118,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,16590000,0,2600000,9985000,3210000,1350000,2300000,750000,1e+05,950000,650000,535450000,83166666.6666667
"12288","kohkiluyeh_va_boyer-ahmad","6",11703206629,1,4,1,44,"1","2","4",1,1,3,5,125,3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,19396000,0,4700000,7470000,1135000,0,170000,830000,1550000,1050000,2930000,2705000,27083333.3333333
"12289","kohkiluyeh_va_boyer-ahmad","6",11705207429,1,5,1,31,"1","2","1",1,1,1,5,110,3,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,18650000,0,4450000,4780000,2705000,1100000,950000,550000,5e+05,950000,2880000,8050000,31250000
"12290","kohkiluyeh_va_boyer-ahmad","6",11705207423,1,6,1,51,"1","2","5",1,1,1,5,132,3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,20680000,0,3250000,6540000,2820000,3160000,1250000,2350000,2600000,1950000,3050000,180421000,60083333.3333333
"12291","kohkiluyeh_va_boyer-ahmad","6",11702204223,1,5,1,43,"1","2","6",1,1,1,4,120,3,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,36165000,0,2400000,9430000,1080000,3080000,8800000,350000,50000,0,990000,251311000,78383333.3333333
"12292","kohkiluyeh_va_boyer-ahmad","6",11707209026,1,7,1,57,"1","2","4",3,1,1,5,140,3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,18735000,0,2180000,4985000,1700000,880000,1100000,1350000,850000,1250000,2800000,0,47166666.6666667
"12293","kohkiluyeh_va_boyer-ahmad","6",11705207417,1,5,1,51,"1","2","1",1,1,1,4,120,3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,19530000,0,3950000,6420000,5750000,2510000,1500000,3250000,750000,1450000,3800000,185410000,61166666.6666667
"12294","kohkiluyeh_va_boyer-ahmad","6",11705207817,1,8,1,47,"1","2","7",1,1,1,5,110,3,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,31110000,0,1250000,3950000,3950000,1100000,2200000,9e+05,3e+05,1450000,3500000,12075000,4.7e+07
"12295","kohkiluyeh_va_boyer-ahmad","6",11705207420,1,5,1,42,"1","2","4",1,1,1,5,135,2,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,17337000,0,860000,6630000,1810000,1550000,4850000,1400000,1750000,8e+05,2180000,0,69750000
"12296","kohkiluyeh_va_boyer-ahmad","6",11705207823,1,6,1,61,"1","2","4",3,1,1,5,130,3,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,17666000,0,1890000,5260000,1570000,1100000,3600000,1750000,3e+05,1550000,2730000,57968000,66500000
"12297","kohkiluyeh_va_boyer-ahmad","6",11703206614,1,1,2,72,"2",NA,NA,3,2,1,5,110,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,4,14,24,4570000,0,1e+05,6890000,765000,350000,250000,240000,0,2e+05,350000,4420000,10666666.6666667
"15232","kermanshah","6",10511068526,1,4,1,42,"1","2","4",1,1,6,3,70,3,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,18762000,0,3700000,16120000,1360000,2520000,790000,1415000,0,0,1215000,192610000,39433333.3333333
"15233","kermanshah","6",10502060520,1,3,1,38,"1","2","5",1,1,1,3,50,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,14618500,0,0,10710000,1520000,0,4e+05,5e+05,0,0,1150000,62941888,36013333.3333333
"15234","kermanshah","6",10502061726,1,2,1,68,"1","2","1",3,1,1,3,100,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,14,24,18751000,0,1.2e+07,15070000,1950000,3150000,7e+05,4e+05,0,0,830000,97550000,45613333.3333333
"15235","kermanshah","6",10502061314,1,3,2,61,"1","2","1",3,2,1,4,120,3,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,4,14,24,13792500,0,4e+05,15800000,1100000,2950000,7e+05,8e+05,0,0,1150000,0,33583333.3333333
"15236","kermanshah","6",10502062529,1,3,1,36,"1","2","6",1,1,4,3,80,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,13212000,0,0,17100000,1350000,1130000,9e+05,6e+05,0,0,1120000,3825000,15166666.6666667
"15237","kermanshah","6",10502062520,1,4,1,37,"1","2","2",1,1,4,3,80,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,11776000,0,150000,14200000,1160000,2e+05,550000,6e+05,0,0,860000,72055000,20828333.3333333
"15238","kermanshah","6",10513069320,1,5,1,40,"1","2","4",1,1,1,4,110,3,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,3,11,23,23641000,0,5100000,8468000,3010000,6500000,3900000,1060000,550000,6e+05,5600000,90800000,35616666.6666667
"15239","kermanshah","6",10510067315,1,4,1,59,"1","2","4",3,1,1,3,100,3,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,16225000,0,5e+06,14690000,2080000,670000,950000,1380000,0,0,2140000,109713440,56159166.6666667
"15240","kermanshah","6",10510067314,1,2,2,51,"1","2","1",3,2,3,3,80,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,17090000,0,13820000,11670000,7070000,0,850000,750000,1200000,2220000,1500000,53095000,53923333.3333333
"15241","kermanshah","6",10510067320,1,4,1,66,"1","2","1",3,1,1,4,100,3,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,28705000,0,150000,15505000,1390000,2250000,2460000,670000,0,0,950000,27760000,19534166.6666667
"15242","kermanshah","6",10510067329,1,4,1,51,"1","2","6",3,1,1,3,130,3,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,23525800,1800000,0,17214000,1930000,5100000,1100000,1434000,0,0,710000,523798120,72143333.3333333
"15243","kermanshah","6",10502060514,1,4,2,67,"2",NA,NA,3,2,1,2,40,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,11707500,0,6e+05,11100000,1400000,1500000,9e+05,8e+05,0,0,1400000,41285000,19300000
"15244","kermanshah","6",10503062921,1,4,1,56,"1","2","4",1,1,1,3,90,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,20381000,0,3100000,13210000,0,7e+06,4400000,1070000,0,1670000,1500000,218305000,40890833.3333333
"15245","kermanshah","6",10513069317,1,4,1,51,"1","2","4",1,1,1,3,75,3,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,3,11,23,19308000,0,5550000,7030000,3270000,350000,2800000,1040000,5e+05,1250000,1210000,76690000,57383333.3333333
"15246","kermanshah","6",10503062920,1,3,1,42,"1","2","6",1,1,3,3,80,3,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,13925000,0,0,4220000,1390000,41500000,2850000,450000,0,0,5e+05,129030000,33357500
"15247","kermanshah","6",10503062916,1,2,2,71,"1","2","9",3,2,1,4,80,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,4,14,24,26373000,0,4700000,13800000,850000,3600000,1100000,1e+06,0,0,550000,33959412,41500000
